Review	Original	Predicted	NIST	BLEU	METEOR
essa americanas é tão lixo que não percebeu que ainda não me entregou o produto e tá me enviando ficha de avaliação de loja o prazo de entrega se esgotou em fev ainda não recebi a poha do produto e não consigo cancelar a compra 	nao recebi a do produto ainda 	 não recebi o produto	0.6462406251802889	0.05795053470733952	0.17241379310344826
alisa mesmo o aquecimento é excelente seco meus cabelos em min chegou muito rapido 	td que eu precisava 	 gostei muito do produto	0.0	0	0.0
não posso dizer se é bom por enquanto minha entrega está atrasada tá parado na transportadora desde o dia sendo que o ultimo dia seria hoje nem a loja e nem a transportadora me respondem estou aguardando algum parecer sobre meu produto 	ainda não recebi 	 não recebi o produto	0.7924812503605781	0.16990442448471224	0.6048387096774195
em realidade essa compra foi presente para o dia das maes para minha filha ela precisava de um celular bom 	o produto é muito bom 	 muito bom	0.06737684726645765	0.07055995207471726	0.39893617021276595
otimo compraria novamente excelente para trabalho com situação escura 	excelente 	 ótimo produto	0.0	0	0.0
ótimo custo e benefício realmente vale a pena entrega rápida e excelente produto 	excelente 	 ótimo produto	0.0	0	0.0
o produto é ótimo mas uma das tampas veio a assada só não pedi a troca por causa da burocracia e eu precisava do produto 	avaria 	 não gostei	0.0	0	0.0
produto excelente muito potente grande capacidade de armazenamento de pó entrega realizada antes do previsto e em duas tentativas sendo que na primeira não estava em casa 	produto top 	 ótimo produto	0.5	0.1495348781221221	0.25
gostei muito do produto esta ajudando bastante no desfralde no meu filho 	gostei muito do produto 	 excelente	0.0	0	0.0
produto de qualidade atende a minha necessidade e recomendo 	produto escelente 	 gostei do produto	0.3333333333333333	0.11362193664674995	0.2380952380952381
não gostei do produto não gela bem às vezes não sai água direito produto muito as vezes não gela nada 	não gostei do produto 	 não gostei	0.2638099976421876	0.11633369384516798	0.4934210526315789
produto de ótima performance e atende as minhas necessidades como usuário sem deixar a desejar 	excelente produto 	 muito bom	0.0	0	0.0
supriu expectativas porém a caixa é grandinha e pesada 	gostei 	 gostei	0.0	0.1778279410038923	0.5
embora a grade do forno não seja deslizante mas a qualidade é muito boa do produto em geral aprovado 	produto ótimo 	 gostei do produto	0.3333333333333333	0.11362193664674995	0.2380952380952381
não recomendaria pois a lanterna do meu produto não funciona 	estragado 	 não gostei	0.0	0	0.0
usei somente x na função picar com a faca tive um resultado bem satisfatório por enquanto recomendo o produto 	gostei muito do produto 	 bom	0.0	0	0.0
amei o ferro de passar além de bonito é muito bom recomendo 	excelente 	 excelente	0.0	0.1778279410038923	0.5
o produto veio com defeito e com a cor errada entrei em contato com o sac mandei foto vídeo e nada foi feito 	perdi dinheiro produto com defeito 	 produto com defeito	0.7727634379025884	0.288715663092199	0.6134259259259259
o vendedor entregou um produto totalmente diferente do solicitado por este motivo a minha avaliação é ruim tive que abrir protocolos sobre o problema e somente no segundo que recebi as instruções de devolução 	não recebi o produto 	 não gostei	0.1319049988210938	0.05501080739920602	0.13157894736842105
chegou em perfeito estado e numa rapidez obrigada 	excelente 	 excelente	0.0	0.1778279410038923	0.5
a cômoda é linda porém qdo me entregaram veio uma peça quebrada e veio em outra cor e eles não trocam a peça sacanagem no 	defeito 	 produto com defeito	0.0	0.11362193664674995	0.4166666666666667
amei super prática superou minhas expectativas seca rapidinho o cabelo 	adorei superou minhas expectativas 	 amei	0.0	0	0.0
super satisfeita com a compra gostei muito a câmera tem uma qualidade maravilhosa as fotos ficam perfeitas 	muito bom 	 produto excelente	0.0	0	0.0
produto bom porem faltou mais cuidado com embalagem por se tratar de um produto frágil a embalagem chegou amassada 	gostei do produto 	 bom	0.0	0	0.0
a cor que veio é totalmente diferente diferente da imagem sei que as vezes o tom muda dependendo do monitor mas não era para mudar tanto na imagem a parte clara parece puxar para o branco mas o que veio é um tom creme sem vida não gostei infelizmente 	descontente 	 não gostei	0.0	0	0.0
já fiz o cancelamento do produto e até hoje não recebi o número da postagem para devolução o carrinho é muito pequeno e difícil de abrir e fechar 	não gostei do produto 	 não recebi o produto	1.0	0.09554427922043669	0.25
veio uma estampa totalmente diferente da foto sem se falar que veio com desenho de time do fiquei decepcionada com o produto nao indico pra ninguem site das lojas americanas 	produto veio com estampa diferente da foto 	 produto não chegou	0.045355755038838645	0.029950417327249696	0.07575757575757576
a pesar de ter montado conforme manual de instrução o produto não funcionou a parte elétrica não funciona gostaria de saber como podemos fazer para resolver essa questão não é nada confortável pagar por um produto que não é como pedimos 	produto com defeito 	 não gostei do produto	0.3962406251802891	0.08034284189446518	0.16129032258064518
o produto ainda não foi entregue a data final é após recebê lo poderei avaliar 	produto não entregue 	 não recebi o produto	0.7924812503605781	0.09554427922043669	0.32258064516129037
produto fantástico para quem gosta de cafe sem contar a agilidade e rapidez do preparo ideal para um cafe rápido sem conta os diferentes sabores que a marca proporciona 	excelente produto 	 excelente	0.1319049988210938	0.06541924356118012	0.2631578947368421
com ano e meses de uso meu fogão está enferrujando quebrando os botões que giram para ligar a chama horrível não comprem parece bonito mas é só matéria prima de qualidade péssima 	e botões 	 produto com defeito	0.0	0	0.0
produto corresponde ao anunciado super leve o som me surpreendeu positivamente estava acostumada com o acer o qual o som é bem baixo 	atende minhas necessidades 	 ótimo produto	0.0	0	0.0
o produto deixou minha cozinha muito chique amei 	gostei muito 	 amei o produto	0.0	0	0.0
meu armário está organizado amei o resultado super indico esse produto você vai se sentir uma de casa 	fez a diferença 	 amei o produto	0.0	0	0.0
e um produto muito bom porem o meu chegou com muitos arranhados na frente da mala parecia ate que ja tinha sido usada ou ficava de mostruário em algum lugar nao realizei a troca por motivos que ia demorar muito para me enviar outra 	chegou com muitos arranhados 	 bom	0.0	0	0.0
comprei esse jogo de quarto no dia e ate hoje não recebi nada oq vocês vão resolver sobre meu pedido acho isso um absurdo aguardo respostas porque já tentei entra em contato e nunca da certo 	tive com a entrega 	 não recebi o produto	0.0	0	0.0
so demorou entrega dos parceiros porem os produtos são bons eu recomendo 	bom produto 	 gostei muito do produto	0.25	0.08034284189446518	0.22727272727272727
produto muito bom atendeu as expectativas entrega dentro do prazo 	muito bom 	 gostei muito do produto	0.25	0.08034284189446518	0.22727272727272727
são uns falam que o produto é original e não é ninguem deveria de comprar este carregador 	pésimo produto 	 não gostei	0.0	0	0.0
vocês cancelaram meu pedido não responderam o email que eu envei questionando sobre o cancelamento do pedido não me retornaram então pra mim que sou pequeno e pra vocês sou só mais um não compro mais nada na americanas com por no meu ver não deu atenção ao cliente sem mais paulo 	nao deram retorno 	 não recebi o produto	0.0	0	0.0
produto é bom cumpre com o que está na descrição de venda 	mixer 	 bom	0.0	0	0.0
é um celular bem rápido a câmera boa e fácil manuseio ótimo produto 	ótimo produto bonito e leve também 	 ótimo produto	0.015938856211249283	0.04279677428117006	0.33482142857142855
produto excelente e entrega muito rápida produto cumpre o que promete 	recomendo 	 excelente	0.0	0	0.0
meu sobrinho adorou brincamos muito com o boneco 	bom produto 	 excelente livro	0.0	0	0.0
filma em hd e capta audio potente fortes e a prova de algumas quedas cartão de memoria é uma companheira de lazer na praia e na piscina todos querem brincar com ela filmando debaixo dagua e filmando a paisagem recomendo 	camera nota 	 muito bom	0.0	0	0.0
eu recomendo a todos produto muito bom leve e confortável 	eu recomendo 	 ótimo produto	0.0	0	0.0
o produto é lindo eu mesma instalei recebi antes do prazo 	lindo 	 excelente	0.0	0	0.0
minha única reclamação é que o touch screen as vezes não pega essa é a impressão que tenho tenho que clicar vezes no mesmo canto não sei se é defeito do aparelho vou aguardar um pouco mais 	bom aparelho 	 gostei do produto	0.0	0	0.0
previsão de chegada tudo que recebi foi um e mail dizendo que entrarão em contato dia quero meu dinheiro de volta 	péssimo 	 não recebi o produto	0.0	0	0.0
o cell é bom só tem um detalhe o fone é muito ruim mil vezes o modelo antigo dos fones da samsung esse fone novo não segura no ouvido só fica caindo não gostei de jeito nem um obrigado por pergunta minha opinião sobre o aparelho 	não o recomendo que não vale 	 bom	0.0	0	0.0
o conjunto é muito bonito e de ótima qualidade a cor dele é um castanho escuro bem legal e a madeira é bem lisinha diferente do meu antigo que era aspero resumindo adorei a compra e recomendo 	ótimo produto 	 gostei muito do produto	0.25	0.08034284189446518	0.22727272727272727
a imagem e áudio da câmera não são tão bons mas para o que eu precisava foi suficiente 	gostei do produto 	 bom	0.0	0	0.0
além do ótimo custo beneficio chegou bem antes do prazo previsto e intactos simples atendeu minhas expectativas 	podem comprar 	 excelente livro	0.0	0	0.0
excelente custo benefício é feito de material resistente e tem um bom acabamento e vem com um elástico adorei 	ótimo produto 	 excelente	0.0	0	0.0
ótimo celular boa durabilidade da bateria e bom desenpenho 	ótimo aparelho 	 ótimo produto	0.5	0.1495348781221221	0.25
tive que compra o suporte para o capacete pois tinha de uso urgente foi a única coisa que faltou e o processo de vcs e lento fora isso ótimo produto att márcio rodrigues da 	excelente 	 bom custo benefício	0.0	0	0.0
depois de dias do pedido realizado o pedido foi cancelado não tenho mais confiança em comprar das lojas americanas 	foi cancelado pelo fornecedor a compra 	 não recebi o produto	0.0	0	0.0
produto bom veio perfeito recomendo vem sem atrazo pode comprar 	gostei produto recomendo pode compra 	 gostei muito do produto	0.9411192833107858	0.07440995947486906	0.20408163265306123
ainda nao recebi o produto para avaliar 	ainda nao recebi o produto para avaliar 	 não recebi o produto	0.5622449237869258	0.1878296463217631	0.439469320066335
entrega rápida e o processo de entrega pelo site 	excelente 	 gostei do produto	0.0	0	0.0
que bom que eu pude comprar esse cartão de memória o produto é muito bom já estou usando e pude verificar que rende tem bastante espaço e rende até mais do que eu esperava 	gostei do cartão de memória 	 excelente	0.0	0	0.0
preciso adquerir unidades deste carrinho de mão como deve e qual é politica da firma temos cnpj e estadual antonio s santos 	otima 	 nao recebi o produto	0.0	0	0.0
recomendo muito fácil e usar e lavar cumpre o que promete 	já utilizei diversas vezes e adorei 	 ótimo produto	0.0	0	0.0
secador leve com potência de vento forte adorei meu produto 	ótimo 	 excelente	0.0	0	0.0
o produto dell é excelente a única melhoria necessária é quanto ao prazo de entrega pois dez dias úteis é um pouco longo uma vez que resido em uma capital do não sds cláudio 	dell é excelente 	 excelente	0.00977286494181979	0.024066394763145416	0.17857142857142855
péssimo atendimento comprei caixas vieram com defeito e ninguém me deu assistência estou acionando o procon 	péssimo 	 não gostei	0.0	0	0.0
ótimo produto recomendo a todos lojas americanas esta de parabéns entrega muito antes do prazo 	otimo produto recomendo 	 excelente	0.0	0	0.0
comprei de presente de natal para minha namorada a previsão de entrega era para o dia mas dia já estava em minhas mãos ela ficou super satisfeita com o produto 	excelente produto e ótimo tempo de entrega 	 entrega rápida	0.001877468787183873	0.012274570264879268	0.07692307692307691
o mordedor podia ser feito de um material mais macio 	produto bom 	 ótimo custo benefício	0.0	0	0.0
excelente produto recomendo o vendedor excelente produto recomendo o vendedor 	excelente produto 	 excelente	0.1319049988210938	0.06541924356118012	0.2631578947368421
não tem como avaliar até agora não recebi o produto não recomendo entrega demora demais com relação a outros 	demora na entrega faz quase 	 não recebi o produto	0.0	0	0.0
a desonestidade é gritante a americana não esta entregando o material comprei desde dezembro e não recebi 	não entregam o material 	 não recebi o produto	1.0	0.09554427922043669	0.25
panelas de ótima qualidade não gruda a comida e cozinha bem rápido 	gostei muito das panelas 	 gostei muito do produto	1.0	0.16990442448471224	0.46875
